timestamp,variable,value
1478600278.337095,air_humidity,38.465736389160156
1478600230.348388,air_humidity,38.88528060913086
1478600210.304553,air_humidity,39.309017181396484
1478600188.254491,air_humidity,39.75266647338867
1478600156.24096,air_humidity,40.19624710083008
1478600143.181343,air_humidity,40.67983627319336
1478600066.127606,air_humidity,41.1110954284668
1478600032.110039,air_humidity,41.590911865234375
1478599958.002863,air_humidity,41.10359573364258
1478599951.010057,air_humidity,40.57695388793945
1478599905.964661,air_humidity,40.16447448730469
1478599896.954366,air_humidity,40.681396484375
1478599872.860929,air_humidity,41.20460510253906
1478599863.875304,air_humidity,40.749752044677734
1478599842.894482,air_humidity,40.275634765625
1478599829.835747,air_humidity,40.716548919677734
1478599822.85347,air_humidity,40.17361068725586
1478599811.828661,air_humidity,39.69532012939453
1478599804.83292,air_humidity,39.15282440185547
1478599795.82258,air_humidity,38.68815231323242
1478599750.768477,air_humidity,38.2846565246582
1478599743.785612,air_humidity,37.76634979248047
1478599604.578977,air_humidity,37.30687713623047
1478599210.140604,air_humidity,36.85932540893555
1478599174.100249,air_humidity,37.248443603515625
1478599149.09339,air_humidity,36.854427337646484
1478599131.072261,air_humidity,37.28343200683594
1478599052.935047,air_humidity,36.87141036987305
1478599038.9405,air_humidity,37.33639907836914
1478598968.886128,air_humidity,36.960792541503906
1478598959.876156,air_humidity,36.58393859863281
1478598944.813026,air_humidity,36.14556884765625
1478598899.74456,air_humidity,36.54439926147461
1478598878.784783,air_humidity,36.16373825073242
1478598759.633318,air_humidity,35.768104553222656
1478598712.54716,air_humidity,36.19292449951172
1478598698.574103,air_humidity,35.79573059082031
1478598633.480995,air_humidity,36.16133499145508
1478598604.426079,air_humidity,36.58412551879883
1478598577.392222,air_humidity,36.15398025512695
1478598536.387568,air_humidity,36.531742095947266
1478598458.252914,air_humidity,36.941795349121094
1478598388.162285,air_humidity,37.31757736206055
1478598368.12031,air_humidity,37.70812225341797
1478598300.097053,air_humidity,37.26204299926758
1478598171.914967,air_humidity,36.87438201904297
1478598144.881769,air_humidity,36.50369644165039
1478598124.836601,air_humidity,36.8839225769043
1478598092.835656,air_humidity,36.45657730102539
1478598043.73348,air_humidity,36.83551788330078
1478597894.612328,air_humidity,36.4697380065918
1478597845.507605,air_humidity,36.885494232177734
1478597836.517292,air_humidity,36.45762634277344
1478597782.459817,air_humidity,36.07145309448242
1478597656.28639,air_humidity,36.466278076171875
1478597613.25882,air_humidity,36.098323822021484
1478597489.144561,air_humidity,36.47189712524414
1478597444.089013,air_humidity,36.081478118896484
1478597335.960582,air_humidity,36.489349365234375
1478597310.953348,air_humidity,36.926025390625
1478597304.879607,air_humidity,36.548179626464844
1478597135.717631,air_humidity,36.13052749633789
1478597119.707654,air_humidity,36.54428482055664
1478597004.600871,air_humidity,36.165748596191406
1478596912.472739,air_humidity,36.54804611206055
1478596831.380702,air_humidity,36.97451400756836
1478596797.358724,air_humidity,37.3826789855957
1478596728.236658,air_humidity,37.76585388183594
1478596696.11405,air_humidity,38.17304992675781
1478596683.048127,air_humidity,38.6165771484375
1478596651.051373,air_humidity,39.052066802978516
1478596640.030254,air_humidity,39.466304779052734
1478596594.966261,air_humidity,39.899864196777344
1478596569.959334,air_humidity,40.30525207519531
1478596551.935189,air_humidity,40.75621795654297
1478596538.87479,air_humidity,41.179786682128906
1478596520.854037,air_humidity,41.610469818115234
1478596479.861895,air_humidity,42.10675811767578
1478596468.820485,air_humidity,42.54948043823242
1478596443.813441,air_humidity,43.08467483520508
1478596427.817268,air_humidity,43.59403991699219
1478596418.806216,air_humidity,44.09870147705078
1478596400.789778,air_humidity,44.54420471191406
1478596394.740927,air_humidity,44.09709548950195
1478596387.730578,air_humidity,43.55800247192383
1478596380.743368,air_humidity,42.9886360168457
1478596373.760385,air_humidity,42.301273345947266
1478596367.708068,air_humidity,41.83140563964844
1478596360.698128,air_humidity,41.37814712524414
1478596353.711471,air_humidity,40.627838134765625
1478596346.724501,air_humidity,40.01555633544922
1478596340.672118,air_humidity,39.61765670776367
1478596331.641608,air_humidity,39.06791687011719
1478596324.653928,air_humidity,38.666229248046875
1478596304.61047,air_humidity,38.17784881591797
1478596292.661994,air_humidity,37.763023376464844
1478596265.62627,air_humidity,37.343910217285156
1478596259.577248,air_humidity,36.94084930419922
1478596252.566204,air_humidity,36.459327697753906
1478596232.542798,air_humidity,36.09730911254883
1478596223.511635,air_humidity,35.72768783569336
1478596144.436312,air_humidity,35.373199462890625
1478596128.451219,air_humidity,35.79407501220703
1478596099.401174,air_humidity,35.43357849121094
1478596090.376922,air_humidity,35.05742263793945
1478595975.262265,air_humidity,35.428585052490234
1478595903.176941,air_humidity,35.805885314941406
1478595881.130314,air_humidity,36.20942306518555
1478595842.131036,air_humidity,35.81849670410156
1478595765.993826,air_humidity,36.22294235229492
1478595715.983407,air_humidity,36.5926513671875
1478595677.922844,air_humidity,36.9985237121582
1478595664.884475,air_humidity,37.39896011352539
1478595574.754081,air_humidity,37.78622055053711
1478595560.792402,air_humidity,38.17983627319336
1478595547.720047,air_humidity,38.56841278076172
1478595522.709801,air_humidity,38.996009826660156
1478595504.699873,air_humidity,39.4083251953125
1478595484.645628,air_humidity,39.8179817199707
1478595441.613129,air_humidity,40.225181579589844
1478595425.627963,air_humidity,40.66189193725586
1478595400.608996,air_humidity,41.11073303222656
1478595389.580374,air_humidity,41.5511474609375
1478595380.568735,air_humidity,42.03126525878906
1478595362.549427,air_humidity,42.49494171142578
1478595346.552741,air_humidity,42.94773864746094
1478595308.488407,air_humidity,43.405738830566406
1478595301.501128,air_humidity,42.97241973876953
1478595295.431205,air_humidity,42.473533630371094
1478595288.458306,air_humidity,41.995140075683594
1478595281.452798,air_humidity,41.470672607421875
1478595274.46252,air_humidity,40.98505401611328
1478595263.437612,air_humidity,40.51122283935547
1478595256.442128,air_humidity,40.0604133605957
1478595241.362716,air_humidity,39.59815979003906
1478595234.391984,air_humidity,39.079471588134766
1478595227.393597,air_humidity,38.62907028198242
1478595220.402489,air_humidity,38.15122604370117
1478595193.36247,air_humidity,37.75334930419922
1478595180.323694,air_humidity,37.36994552612305
1478595160.259451,air_humidity,36.979488372802734
1478595153.28828,air_humidity,36.59996795654297
1478595146.289226,air_humidity,36.10136795043945
1478595133.229098,air_humidity,35.708335876464844
1478595106.198494,air_humidity,35.32548141479492
1478594957.072938,air_humidity,34.94797134399414
1478594930.038192,air_humidity,34.511783599853516
1478594923.05028,air_humidity,34.87458419799805
1478594891.969387,air_humidity,35.31851577758789
1478594880.956886,air_humidity,34.95803451538086
1478594844.891578,air_humidity,34.483795166015625
1478594787.887848,air_humidity,34.83271789550781
1478594772.824333,air_humidity,34.45357894897461
1478594720.782985,air_humidity,34.809967041015625
1478594688.77531,air_humidity,35.17649459838867
1478594673.695218,air_humidity,34.8170280456543
1478594650.711538,air_humidity,35.20689392089844
1478594585.635618,air_humidity,35.599422454833984
1478594549.577549,air_humidity,36.03929901123047
1478594535.607298,air_humidity,36.40817642211914
1478594506.553876,air_humidity,36.77619934082031
1478594486.50241,air_humidity,37.197811126708984
1478594475.490157,air_humidity,37.57788848876953
1478594423.435212,air_humidity,37.980140686035156
1478594407.427888,air_humidity,38.39626693725586
1478594380.396185,air_humidity,38.790897369384766
1478594373.409822,air_humidity,39.219520568847656
1478594360.349003,air_humidity,39.68437576293945
1478594342.344449,air_humidity,40.159873962402344
1478594317.330374,air_humidity,40.5844612121582
1478594308.311257,air_humidity,41.04219055175781
1478594301.323948,air_humidity,41.50784683227539
1478594288.280196,air_humidity,42.02299118041992
1478594277.236119,air_humidity,42.463985443115234
1478594265.287272,air_humidity,42.924163818359375
1478594256.276995,air_humidity,43.39922332763672
1478594245.242606,air_humidity,43.84764862060547
1478594214.166094,air_humidity,44.299163818359375
1478594205.177312,air_humidity,43.789608001708984
1478594198.17111,air_humidity,43.342002868652344
1478594191.184192,air_humidity,42.758609771728516
1478594184.19986,air_humidity,42.20702362060547
1478594178.148026,air_humidity,41.74817657470703
1478594169.115267,air_humidity,41.228424072265625
1478594160.105844,air_humidity,40.6865234375
1478594153.136121,air_humidity,40.171791076660156
